job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
IT Intern,,Investor Relations,Senior,21 March 2025,17 May 2025,2025-05-17,Logistique,Béjaïa,None,0,Volontariat,1,"Profil recherché (MIX):
Responsabilités: CAD; Compliance; Teamwork; Graphic Design
Profil: Organization, Java
Compétences:
- Customer Service
- Negotiation
- Data Analysis
- Digital Marketing
- SEO
Avantages: Logistics, Cloud, Python
","Voiture de fonction, Horaires flexibles, Formation continue",61289,"Kubernetes, Python, Docker, Java",0,3
Software Engineer,,Design,Lead,07 June 2024,28/08/2024,2024-08-28,Ingénierie,El Oued,Licence,16,Temps plein,1,"As Lead Software Engineer, you'll lead key projects. Contrat: Temps plein. Localisation: El Oued. Département: Operations. Expérience requise: 2-9 ans. Éducation: Licence, 16 ans.","Ticket Restaurant, Prime performance",117823,"Network Security, C++, Machine Learning, Kubernetes, DevOps, Cloud Computing, SQL",2,9
Financial Analyst,,Strategy,Senior,01 February 2025,25 February 2025,2025-02-25,Santé,Ghardaïa,Master,18,Stage,2,"En tant que Senior Financial Analyst, vous serez amené à développer les processus. As Senior Financial Analyst, you'll manage innovative projects. Contrat: Stage. Localisation: Ghardaïa. Département: Legal.","Voiture de fonction, Horaires flexibles",74905,"Investment Strategies, Risk Management, Accounting, SAP, Budgeting",8,11
App Developer,,Design,Mid,"Nov 09, 2024",2024-11-29,2024-11-29,Logistique,Ghardaïa,Doctorat,20,Temps plein,10,"Contrat: Temps plein. Localisation: Ghardaïa. Département: Engineering. Expérience requise: 4-6 ans. Éducation: Doctorat, 20 ans. As Mid App Developer, you'll lead innovative projects.","Participation bénéfices, Formation continue",50664,"Cloud Computing, Docker, Machine Learning, Java",4,6
Researcher,,Public Relations,Junior,27 September 2024,08/11/2024,2024-11-08,Informatique,Oran,None,0,Temps plein,1,"Profil recherché (FR):
Responsabilités: Data Analysis; SEO; Compliance; Blockchain; Project Mgmt
Profil: Research; Maintenance
Compétences:
- Coordination
- Network Security
- Compliance
Avantages:
- Excel
- Strategic Planning
",Formation continue,43601,"Medical Terminology, Pharmacovigilance, HIPAA Compliance, Clinical Trials, Patient Care",6,16
IT Intern,,Compliance,Mid,"Oct 23, 2024",03/01/2025,2025-01-03,Ventes,Sétif,Bac,12,Alternance,10,"Expérience requise: 4-14 ans. Éducation: Bac, 12 ans. As Mid IT Intern, you'll design innovative projects. En tant que Mid IT Intern, vous serez amené à développer les processus.",Horaires flexibles,91993,"Cloud Computing, Network Security, Machine Learning, Java, SQL",4,14
Customer Service Agent,,Product,Senior,2024-05-17,21 June 2024,2024-06-21,Finance,Sétif,Licence,16,CDD,2,"En tant que Senior Customer Service Agent, vous serez amené à gérer l’équipe. Contrat: CDD. Localisation: Sétif. Département: Engineering. As Senior Customer Service Agent, you'll design critical projects.",Participation bénéfices,41826,"Scheduling, Document Control, Customer Service, Data Entry",3,9
Investment Banker,,Research & Development,Mid,20 June 2024,30 July 2024,2024-07-30,Admin,Télétravail,Doctorat,20,Stage,2,"As Mid Investment Banker, you'll perform critical projects. Expérience requise: 3-10 ans. Éducation: Doctorat, 20 ans. Contrat: Stage. Localisation: Télétravail. Département: Legal.",,65038,"Financial Analysis, Audit, Accounting, Risk Management",3,10
Legal Advisor,,Business Development,Lead,16 July 2024,15/08/2024,2024-08-15,Logistique,Tlemcen,Master,18,Temporaire,10,"Profil recherché (FR):
Responsabilités:
- UX/UI
- Python
- Digital Marketing
- Logistics
Profil: Graphic Design, SEO, Organization, Research
Compétences: UX/UI; Teamwork; Compliance
Avantages: UX/UI; Cloud
","Voiture de fonction, Assurance santé",66495,"Compliance, Regulatory Affairs, Negotiation, Legal Research, Contract Drafting",2,7
Investment Banker,,Procurement,Chief,"Aug 05, 2024",17 September 2024,2024-09-17,RH,Constantine,Doctorat,20,CDD,5,"Profil recherché (FR):
Responsabilités: Teamwork, Logistics, Graphic Design
Profil: Network Security, CAD, Project Mgmt, Strategic Planning
Compétences: Cloud, Java
Avantages: Digital Marketing, Java, Leadership, Project Mgmt
",Prime performance,61495,"Risk Management, Investment Strategies, Accounting, Forecasting, Budgeting, SAP, Audit",5,9
Supply Chain Analyst,,Training,Senior,22/04/2025,22 May 2025,2025-05-22,Logistique,El Oued,Doctorat,20,Temps plein,2,"Profil recherché (MIX):
Responsabilités: Customer Service, Maintenance
Profil: Java; Communication; Coordination; Maintenance; Digital Marketing
Compétences: Maintenance; Java; Coordination; SEO; Organization
Avantages:
- Coordination
- Budgeting
- Strategic Planning
- Graphic Design
- SQL
",,82469,"Excel, Risk Management, Audit, Forecasting",5,6
Event Planner,,Business Development,Mid,23/05/2024,13 July 2024,2024-07-13,RH,Hybride,Master,18,Freelance,10,"Expérience requise: 3-12 ans. Éducation: Master, 18 ans. En tant que Mid Event Planner, vous serez amené à gérer l’équipe. Contrat: Freelance. Localisation: Hybride. Département: Engineering.","Prime performance, Voiture de fonction, Assurance santé",33322,"Communication, Problem Solving, Time Management, Adaptability",3,12
Bioengineer,,Logistics,Junior,"Aug 07, 2024",2024-10-22,2024-10-22,Informatique,Béjaïa,Bac,12,Temps partiel,3,"Profil recherché (MIX):
Responsabilités: Organization; Communication; Cloud
Profil: Organization; Java; Maintenance
Compétences: Technical Writing, Network Security, Communication, Negotiation
Avantages: Strategic Planning; Graphic Design; Compliance
","Prime performance, Horaires flexibles, Assurance santé",68016,"Cloud Computing, C++, Kubernetes, Java",3,7
UX Designer,,Strategy,Mid,2024-05-20,2024-08-07,2024-08-07,Informatique,Saïda,Master,18,Temps partiel,3,"As Mid UX Designer, you'll perform strategic projects. En tant que Mid UX Designer, vous serez amené à développer l’équipe. Contrat: Temps partiel. Localisation: Saïda. Département: Finance.",,34804,"Prototyping, Sketch, UX Research, Illustrator, Adobe Photoshop, Typography, Color Theory",1,9
Financial Analyst,,Administration,Chief,02 April 2025,04/06/2025,2025-06-04,Admin,Tizi Ouzou,Bac,12,Alternance,10,"Profil recherché (MIX):
Responsabilités: Organization; Communication; Negotiation
Profil: Network Security, Budgeting, Blockchain
Compétences:
- Machine Learning
- Technical Writing
- Digital Marketing
- Negotiation
Avantages:
- Logistics
- Customer Service
- Organization
- Digital Marketing
","Participation bénéfices, Assurance santé, Horaires flexibles",98398,"Accounting, Risk Management, Excel, Financial Analysis, Budgeting, Forecasting, Investment Strategies",4,5
Accountant,,Training,Chief,"Jul 17, 2024",01/09/2024,2024-09-01,Santé,Oran,Doctorat,20,Temporaire,5,"Profil recherché (EN):
Responsabilités:
- SQL
- Research
Profil: Excel; Negotiation; Teamwork; Project Mgmt
Compétences: Excel; Customer Service
Avantages:
- Project Mgmt
- Customer Service
- Digital Marketing
- Graphic Design
",,96267,"Audit, Investment Strategies, Financial Analysis, Risk Management, SAP, Forecasting, Excel",7,8
Security Officer,,Compliance,Chief,27/07/2024,2024-10-05,2024-10-05,Ingénierie,Constantine,None,0,Volontariat,1,"Expérience requise: 4-6 ans. Éducation: None, 0 ans. En tant que Chief Security Officer, vous serez amené à gérer les processus. Contrat: Volontariat. Localisation: Constantine. Département: IT.",Assurance santé,53751,"SQL, C++, Kubernetes, Python, Network Security, Java, Machine Learning",4,6
Legal Advisor,,Quality Assurance,Lead,2024-06-24,04 September 2024,2024-09-04,Informatique,Saïda,Bac,12,Temps partiel,5,"Expérience requise: 4-10 ans. Éducation: Bac, 12 ans. As Lead Legal Advisor, you'll manage innovative projects. En tant que Lead Legal Advisor, vous serez amené à développer l’équipe.",Télétravail partiel,41079,"Negotiation, Compliance, Litigation Support, Contract Drafting, Legal Research, Regulatory Affairs",4,10
Legal Advisor,,Business Development,Mid,07/01/2025,09/02/2025,2025-02-09,Admin,Constantine,Licence,16,Freelance,5,"Profil recherché (EN):
Responsabilités: Project Mgmt, Technical Writing, Excel, Data Analysis, Communication
Profil: Organization, Customer Service, Graphic Design, Teamwork, CAD
Compétences: Blockchain, SEO
Avantages: Graphic Design, SQL
",Assurance santé,57104,"Compliance, Contract Drafting, Litigation Support, Legal Research, Regulatory Affairs, Negotiation",10,12
Restaurant Manager,,Investor Relations,Lead,"Nov 08, 2024",18 November 2024,2024-11-18,Marketing,Oran,Master,18,Stage,3,"Profil recherché (EN):
Responsabilités: CAD; UX/UI; Customer Service
Profil:
- Budgeting
- Coordination
Compétences:
- Compliance
- CAD
- Excel
- Project Mgmt
- Research
Avantages:
- Project Mgmt
- Organization
- Leadership
",Voiture de fonction,49922,"Supply Chain Management, Process Optimization, Lean Management, Inventory Control, Logistics, Quality Control",3,9
PR Officer,,Research & Development,Junior,"Feb 07, 2025",2025-04-01,2025-04-01,Informatique,Hybride,Doctorat,20,CDI,3,"As Junior PR Officer, you'll manage key projects. En tant que Junior PR Officer, vous serez amené à coordonner l’équipe. Expérience requise: 1-1 ans. Éducation: Doctorat, 20 ans.","Horaires flexibles, Formation continue, Télétravail partiel",46592,"Teamwork, Problem Solving, Time Management, Communication, Adaptability, Critical Thinking",1,1
Chem. Engineer,,Quality Assurance,Junior,"May 17, 2024",2024-05-25,2024-05-25,Juridique,Blida,None,0,Volontariat,10,"Contrat: Volontariat. Localisation: Blida. Département: Engineering. As Junior Chem. Engineer, you'll perform innovative projects. Expérience requise: 10-13 ans. Éducation: None, 0 ans.","Voiture de fonction, Ticket Restaurant, Prime performance",60312,"Machine Learning, C++, DevOps, Kubernetes, Docker, Network Security",10,13
UX Designer,,Health & Safety,Senior,2025-04-17,04 July 2025,2025-07-04,Logistique,Ghardaïa,None,0,Freelance,3,"As Senior UX Designer, you'll lead strategic projects. Expérience requise: 8-18 ans. Éducation: None, 0 ans. En tant que Senior UX Designer, vous serez amené à superviser l’équipe.",,34412,"Figma, Illustrator, Sketch, Color Theory, UX Research, Adobe Photoshop, Prototyping",8,18
Network Admin,,Logistics,Junior,"Jun 12, 2024",2024-07-16,2024-07-16,Ventes,Alger,Bac,12,CDI,2,"Contrat: CDI. Localisation: Alger. Département: Legal. As Junior Network Admin, you'll design innovative projects. Expérience requise: 4-11 ans. Éducation: Bac, 12 ans.",Prime performance,54143,"Kubernetes, SQL, C++, Cloud Computing",4,11
Maintenance Tech,,Data Science,Senior,27 March 2025,12/04/2025,2025-04-12,Ventes,El Oued,Doctorat,20,Freelance,10,"Expérience requise: 0-0 ans. Éducation: Doctorat, 20 ans. En tant que Senior Maintenance Tech, vous serez amené à développer l’équipe. As Senior Maintenance Tech, you'll lead key projects.","Participation bénéfices, Voiture de fonction, Prime performance",30731,"Communication, Problem Solving, Critical Thinking, Time Management",0,0
Bioengineer,,Strategy,Junior,07 March 2025,01/04/2025,2025-04-01,Ventes,Constantine,None,0,CDD,1,"Contrat: CDD. Localisation: Constantine. Département: Sales. En tant que Junior Bioengineer, vous serez amené à coordonner l’équipe. Expérience requise: 6-11 ans. Éducation: None, 0 ans.",,103427,"Machine Learning, Network Security, DevOps, C++, Kubernetes, Docker",6,11
Graphic Designer,,Product,Chief,22 March 2025,2025-06-12,2025-06-12,Admin,Oran,Doctorat,20,Temporaire,2,"As Chief Graphic Designer, you'll manage critical projects. Contrat: Temporaire. Localisation: Oran. Département: Engineering. Expérience requise: 1-9 ans. Éducation: Doctorat, 20 ans.",,40530,"Adobe Photoshop, Typography, Sketch, Prototyping, Figma, Color Theory, Illustrator",1,9
Volunteer Coord.,,Logistics,Mid,12 April 2025,2025-06-12,2025-06-12,Ingénierie,Hybride,Master,18,CDI,3,"En tant que Mid Volunteer Coord., vous serez amené à développer les systèmes. As Mid Volunteer Coord., you'll manage critical projects. Contrat: CDI. Localisation: Hybride. Département: Marketing.",,36271,"Problem Solving, Critical Thinking, Teamwork, Communication",0,1
Recruiter,,Risk Management,Junior,"Jul 08, 2024",12 August 2024,2024-08-12,Admin,Tlemcen,Bac,12,Temporaire,2,"Profil recherché (EN):
Responsabilités: Digital Marketing; Cloud
Profil: Maintenance, Communication, SEO, Data Analysis, Strategic Planning
Compétences:
- Negotiation
- Blockchain
- Customer Service
- UX/UI
- Organization
Avantages: Strategic Planning; Research
","Assurance santé, Participation bénéfices",65484,"Python, SQL, Kubernetes, C++, DevOps, Docker",9,12
Supply Chain Analyst,,Public Relations,Chief,05/11/2024,2024-12-29,2024-12-29,Ventes,Saïda,Master,18,CDI,5,"En tant que Chief Supply Chain Analyst, vous serez amené à gérer les processus. Expérience requise: 5-9 ans. Éducation: Master, 18 ans. As Chief Supply Chain Analyst, you'll perform key projects.","Ticket Restaurant, Télétravail partiel",93963,"Forecasting, Excel, Accounting, Budgeting, Financial Analysis, Audit, Risk Management",5,9
Civil Engineer,,Logistics,Lead,"Dec 13, 2024",24 January 2025,2025-01-24,Marketing,Oran,Bac,12,Freelance,10,"Contrat: Freelance. Localisation: Oran. Département: IT. Expérience requise: 0-0 ans. Éducation: Bac, 12 ans. En tant que Lead Civil Engineer, vous serez amené à coordonner l’équipe.","Participation bénéfices, Voiture de fonction",73911,"Docker, Cloud Computing, DevOps, C++, Python, Machine Learning",0,0
SEO Specialist,,Technical Support,Senior,08 May 2024,16 May 2024,2024-05-16,Admin,Tizi Ouzou,None,0,Volontariat,1,"Profil recherché (EN):
Responsabilités: Coordination, Budgeting, Compliance, Python
Profil:
- Machine Learning
- Excel
Compétences: SQL; Network Security
Avantages: Logistics, Communication, Data Analysis, Network Security
",Prime performance,54076,"Brand Management, SEO, Public Relations, Social Media, Campaign Planning",6,13
Pharmacist,,Investor Relations,Chief,2024-10-30,11/12/2024,2024-12-11,Santé,Ghardaïa,Master,18,CDD,1,"Contrat: CDD. Localisation: Ghardaïa. Département: Finance. En tant que Chief Pharmacist, vous serez amené à superviser les relations clients. Expérience requise: 9-16 ans. Éducation: Master, 18 ans.","Prime performance, Participation bénéfices, Télétravail partiel",35417,"Medical Terminology, Clinical Trials, HIPAA Compliance, Patient Care, Pharmacovigilance",9,16
Content Writer,,Corporate Affairs,Mid,03/11/2024,01 February 2025,2025-02-01,Marketing,Tizi Ouzou,Bac,12,Temporaire,10,"Contrat: Temporaire. Localisation: Tizi Ouzou. Département: HR. As Mid Content Writer, you'll lead strategic projects. En tant que Mid Content Writer, vous serez amené à superviser les relations clients.",Prime performance,110417,"Java, Machine Learning, Python, Docker, Kubernetes, C++, SQL",9,13
Social Media Mgr,,Health & Safety,Senior,2024-08-12,02 October 2024,2024-10-02,Finance,Tizi Ouzou,None,0,Volontariat,1,"Profil recherché (MIX):
Responsabilités:
- Excel
- Customer Service
Profil:
- Python
- Network Security
Compétences: Strategic Planning; Leadership; Blockchain; Machine Learning
Avantages:
- Teamwork
- UX/UI
- Blockchain
- Network Security
- Compliance
","Télétravail partiel, Assurance santé",78263,"Email Marketing, Content Strategy, Brand Management, Social Media",3,12
Graphic Designer,,Product,Junior,2025-04-15,2025-04-30,2025-04-30,Santé,Constantine,Master,18,CDI,10,"Expérience requise: 9-9 ans. Éducation: Master, 18 ans. Contrat: CDI. Localisation: Constantine. Département: Legal. En tant que Junior Graphic Designer, vous serez amené à développer l’équipe.","Ticket Restaurant, Assurance santé, Participation bénéfices",49258,"Illustrator, Color Theory, Figma, Adobe Photoshop, Sketch, Prototyping, UX Research",9,9
