employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMPU6FXD4,54,Female,Délégué Médical (Annaba),Corporate Affairs,1,89498,"Problem Solving, Communication, Diving"
EMPDVSA25,31,Male,Chargé des Opérations,Data Protection,2,68229,"Teamwork, Time Management, Diving, Leadership"
EMPV439XO,53,Female,Chauffeur,Research & Development,1,61343,"Teamwork, Leadership, Piloting, Diving, Dentistry"
EMP8G4AD6,25,Male,Chargé des Achats,Procurement,0,56430,"Teamwork, Problem Solving, Problem Solving, Piloting"
EMPZV78E4,42,Male,Conseiller(e) Commercial(e),Corporate Affairs,2,26552,"Time Management, Leadership, Teamwork"
EMP7QB7CR,40,Female,Chargé approvisionnement,Health & Safety,7,61468,"Leadership, Time Management, Dentistry"
EMPNE73Q3,54,Female,Ingénieur Electricité,Business Intelligence,6,64971,"Leadership, Teamwork, Dentistry, Culinary Arts, Communication"
EMPWJHFBM,29,Male,Responsable Management Qualité,Corporate Affairs,4,75646,"Problem Solving, Teamwork, Culinary Arts, Teamwork"
EMPNJF1ZR,31,Male,Responsable achat,Investor Relations,7,67079,"Teamwork, Problem Solving, Woodworking, Time Management, Teamwork"
EMPW7O4E3,32,Male,Responsable Commercial Et Marketing,Health & Safety,3,59275,"Time Management, Communication, Leadership"
EMPK3Y64O,47,Female,Développeur Frontend Senior Angular,Investor Relations,2,78726,"Leadership, Problem Solving, Beekeeping"
EMP78GKQJ,59,Male,Visiteur pharmaceutique (TIARET),Business Intelligence,3,71215,"Communication, Problem Solving, Diving, Time Management"
EMP1X0PL7,41,Female,Ingénieur automaticien,Data Protection,5,76325,"Communication, Teamwork, Piloting, Photography, Time Management"
EMP8LPZB2,50,Male,Responsable Contrôle Qualité et Formulation,Customer Experience,10,73059,"Time Management, Leadership, Leadership, Communication"
EMPNE4I0H,45,Female,Technicien GPM,Sustainability,2,57938,"Problem Solving, Time Management, Beekeeping"
EMPLUR1S2,25,Female,Métreur Vérificateur,Quality Control,4,70648,"Time Management, Problem Solving, Culinary Arts, Photography"
EMP19ILST,57,Male,Directeur Marketing,Procurement,11,87503,"Problem Solving, Time Management, Culinary Arts"
EMP0W69PK,24,Male,Mécanicien Automobile (Sétif),Business Intelligence,1,62171,"Leadership, Teamwork, Leadership"
EMPAIBIES,59,Female,GESTIONNAIRE INDUSTRIEL,Business Intelligence,4,54713,"Communication, Teamwork, Diving"
EMPWHD2WD,55,Female,Data Analyste  H/F,Health & Safety,0,62238,"Teamwork, Communication, Photography, Photography"
EMPQLRW68,47,Female,Magasiner,Public Relations,6,67067,"Time Management, Teamwork, Piloting"
EMP5IDP38,26,Female,Coordinateur Logistique,Research & Development,4,36180,"Leadership, Time Management, Piloting, Photography"
EMP4TZMHY,33,Male,Astronaut,Data Protection,27,294593,"Communication, Teamwork, Culinary Arts, Leadership"
EMPH9N96J,43,Male,Délégué Médical,Business Intelligence,6,55861,"Teamwork, Leadership, Piloting, Piloting, Time Management"
EMPCW4UV5,41,Female,Responsable Atelier Granulation,Procurement,1,57249,"Teamwork, Communication, Problem Solving, Leadership"
EMPC0ZP7J,49,Female,ASSISTANT (E) RH,Research & Development,3,63043,"Teamwork, Time Management, Time Management"
EMPR6AMYZ,53,Male,AGENT POLYVALENT DE VENTE (PRODUITS CHIMIQUES),Customer Experience,7,41208,"Leadership, Time Management, Diving, Photography, Problem Solving"
EMP8FK3H1,28,Female,Agent Polyvalent,Research & Development,0,53425,"Problem Solving, Communication, Diving, Beekeeping"
EMPR1EFZ1,29,Male,Technicien Froid et Climatisation,Data Protection,2,30209,"Time Management, Problem Solving, Teamwork, Piloting"
EMPN7RZE3,50,Female,Organisateur conseil Senior (H/F),Quality Control,8,83718,"Teamwork, Time Management, Diving"
EMP9WV5DD,46,Male,CHARGÉ(E) DE LOGISTIQUE,Business Intelligence,5,65057,"Time Management, Problem Solving, Culinary Arts, Beekeeping"
EMP5PADGZ,45,Male,Acheteur Approvisionneur,Business Intelligence,7,56745,"Problem Solving, Teamwork, Problem Solving"
EMPSTTCIC,58,Female,Standardiste,Customer Experience,6,55157,"Problem Solving, Communication, Culinary Arts, Leadership"
EMPTYRKXU,43,Male,Chef de Section Audit  Interne,Quality Control,3,57961,"Time Management, Leadership, Beekeeping, Piloting"
EMP2ZBA7K,25,Male,TS en Gestion de Carrière,Quality Control,2,65727,"Problem Solving, Communication, Woodworking"
EMPOJPR3P,57,Male,Responsable Crea,Corporate Affairs,6,77328,"Teamwork, Problem Solving, Dentistry, Photography"
EMPHMJRH9,26,Female,Chef d'agence Commercial,Health & Safety,7,66949,"Time Management, Teamwork, Dentistry, Diving"
EMPZY7K8W,36,Female,Assistant(e) Commercial(e),Data Protection,2,56579,"Time Management, Leadership, Communication"
EMPMBKC99,51,Female,Responsable maintenance Méthodes,Sustainability,3,64813,"Problem Solving, Time Management, Communication"
EMPM6TH9U,33,Female,Chargé de Clientèle Retail,Customer Experience,4,70521,"Teamwork, Time Management, Problem Solving"
EMP3AHLLH,29,Male,Superviseur Commercial,Innovation,7,70856,"Communication, Problem Solving, Diving, Dentistry"
EMP9B27FU,43,Male,Account Manager PME,Health & Safety,6,66996,"Problem Solving, Time Management, Photography, Diving, Dentistry"
EMPVD6G6M,59,Female,Ingénieur Technico-Commercial,Business Intelligence,2,33815,"Teamwork, Problem Solving, Piloting, Dentistry"
EMP5PQHDE,26,Female,Chef de parc,Quality Control,2,68467,"Problem Solving, Time Management, Time Management"
EMPQSF1N8,35,Male,Community manager,Business Intelligence,2,76332,"Teamwork, Time Management, Photography, Photography, Teamwork"
EMPVPIR6G,47,Male,Assistant(e) Technique,Procurement,7,69321,"Communication, Leadership, Leadership, Woodworking"
EMPN5JW8R,50,Male,Pharmacien Assistant Exploitation,Data Protection,4,71688,"Communication, Problem Solving, Diving, Photography, Woodworking"
EMPK12CZ7,53,Female,Télé-opératrice (s),Innovation,2,38228,"Teamwork, Time Management, Beekeeping, Culinary Arts"
EMPYVFJQX,62,Female,Archaeologist,Procurement,7,698399,"Teamwork, Communication, Beekeeping, Photography"
EMPB93P8D,44,Female,IT Demand Management Administrator,Health & Safety,7,57932,"Teamwork, Time Management, Communication"
EMPQ9C4DN,33,Female,conducteur machine de production boite métalliques ,Health & Safety,7,54844,"Leadership, Teamwork, Dentistry, Communication"
EMPUQZYKA,22,Female,Acheteur Technique senior,Procurement,2,60060,"Problem Solving, Communication, Photography"
EMPS0FCG3,23,Male,Superviseur Médical,Data Protection,3,63232,"Problem Solving, Teamwork, Time Management"
EMP1O82UR,34,Female,"Téléopératrice, Téléopérateur Francophone",Data Protection,4,50622,"Communication, Problem Solving, Teamwork"
EMP94KJ1M,25,Male,Responsable Controle de Gestion - BONNE MAITRISE DE ERP - SAP,Data Protection,15,70090,"Communication, Time Management, Piloting, Woodworking"
EMPP758E3,43,Male,Pharmacien (ne) assistant (e) du directeur technique,Corporate Affairs,0,80392,"Time Management, Problem Solving, Leadership"
EMP54MZPH,42,Male,Agent de Dédouanement,Data Protection,5,62330,"Problem Solving, Teamwork, Woodworking"
EMPHVKT6G,29,Female,Administrateur Back Office,Customer Experience,3,58114,"Teamwork, Problem Solving, Piloting, Time Management, Problem Solving"
EMP2U2WBB,33,Male,Responsable Logistique Régional/ Oran,Investor Relations,12,62474,"Communication, Leadership, Communication, Dentistry"
EMPT6Y5WM,25,Female,Analyste POS,Research & Development,5,70184,"Leadership, Communication, Diving"
EMPDV8GCC,53,Female,Chauffeur Démarcheur,Health & Safety,7,30822,"Problem Solving, Time Management, Dentistry, Leadership"
EMPCYJ4FM,60,Female,Gestionnaire des stocks/ magasinier,Corporate Affairs,3,68990,"Problem Solving, Time Management, Culinary Arts, Problem Solving, Culinary Arts"
EMPFPQJJS,46,Female,Serveur Lounge,Research & Development,1,63733,"Teamwork, Communication, Problem Solving"
EMP9JX5ML,22,Female,Responsable Travaux Plomberie - BECHAR,Business Intelligence,6,59916,"Problem Solving, Time Management, Culinary Arts"
EMPPLTIOY,30,Female,Attaché Commercial - BC Bejaia,Quality Control,4,71998,"Communication, Problem Solving, Culinary Arts"
EMP5XSVUO,50,Male,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,Sustainability,11,79766,"Teamwork, Leadership, Culinary Arts, Communication, Time Management"
EMP6C9BAD,29,Female,Consultant Fonctionnel ERP & Logistique,Sustainability,7,74982,"Teamwork, Problem Solving, Photography"
EMPAM5543,28,Male,CONDUCTEUR DE GRUE,Innovation,2,50661,"Time Management, Teamwork, Photography, Culinary Arts"
EMP31V8ZZ,32,Male,Outlet Manager/Restaurant Manager,Sustainability,10,53200,"Problem Solving, Teamwork, Diving"
EMPXFACFU,39,Female,Développeur Odoo,Quality Control,0,70593,"Time Management, Communication, Time Management, Woodworking"
EMPLJRBL1,32,Female,Chargé des Opérations,Data Protection,4,72798,"Time Management, Problem Solving, Photography, Photography, Dentistry"
EMPXO294M,45,Female,"Visiteur Pharmaceutique (Constantine, Mila, Jijel )",Business Intelligence,4,59321,"Communication, Problem Solving, Time Management, Photography"
EMPEZP6WF,31,Male,Chauffeur livreur toutes les catégories,Procurement,5,66714,"Leadership, Problem Solving, Dentistry"
EMPXAY327,48,Female,Commercial(e) terrain – Zone Est,Quality Control,2,37715,"Teamwork, Communication, Problem Solving"
EMP2LZ1Q9,28,Female,Chauffeur Leger,Corporate Affairs,4,57429,"Leadership, Problem Solving, Problem Solving"
EMPEG0ETQ,55,Female,Responsable Matériels / Lourds et engins,Health & Safety,5,67892,"Leadership, Problem Solving, Culinary Arts"
EMPMLTCK4,49,Male,Financial Controller for E-Commerce,Investor Relations,1,77399,"Communication, Time Management, Teamwork, Culinary Arts"
EMP5VM6FI,27,Female,Responsable reporting marketing,Corporate Affairs,8,60412,"Communication, Leadership, Dentistry, Problem Solving, Dentistry"
EMPVJ7WR8,33,Male,Responsable maintenance,Procurement,6,53322,"Teamwork, Problem Solving, Piloting, Teamwork"
EMPL38VMN,27,Male,Zookeeper,Innovation,8,511369,"Time Management, Problem Solving, Communication, Dentistry"
EMP96WO78,29,Female,Directeur Commercial Senior – Secteur Électroménager,Corporate Affairs,5,58380,"Problem Solving, Communication, Communication"
EMPI25QXB,52,Female,Téléconseillers(ères),Business Intelligence,6,81923,"Leadership, Teamwork, Beekeeping, Time Management, Piloting"
EMPGGDUF9,23,Female,Délégué commercial et pharmaceutique - Adrar,Procurement,0,65548,"Communication, Leadership, Woodworking, Time Management"
EMPA5UB5K,50,Female,Jardinier,Customer Experience,6,63539,"Leadership, Teamwork, Problem Solving, Communication"
EMPENNCYO,28,Female,Directeur Commercial,Public Relations,14,80137,"Time Management, Problem Solving, Diving, Culinary Arts, Woodworking"
EMPL42RRT,31,Female,Product owner - Talenteo,Customer Experience,3,76909,"Problem Solving, Teamwork, Culinary Arts, Teamwork"
EMPBGBNP5,25,Female,Cadre Commercial,Data Protection,7,63019,"Leadership, Teamwork, Photography"
EMPKP1Z8I,28,Male,Opérateur de production,Corporate Affairs,4,55000,"Communication, Time Management, Teamwork"
EMP6O9EQ4,51,Male,Analyste Physico-chimie,Procurement,3,55848,"Leadership, Communication, Woodworking, Diving, Teamwork"
EMP8DG38G,58,Male,Traductreur (ice)/ Interprète Turc,Innovation,3,62155,"Communication, Teamwork, Piloting, Beekeeping"
EMPF1CN9U,28,Female,Sous Chef de cuisine (cantine),Business Intelligence,4,69687,"Leadership, Communication, Communication, Beekeeping"
EMPHY1U4Z,29,Male,Commercial,Innovation,3,70873,"Communication, Time Management, Diving"
EMPY42ZCZ,25,Female,Gestionnaire du personnel,Investor Relations,2,68727,"Communication, Leadership, Culinary Arts"
EMPVTFI3M,51,Male,commercial ,Health & Safety,3,55270,"Problem Solving, Time Management, Piloting, Communication"
EMP3AWTL8,41,Male,INGENIEUR DÉVELOPPEMENT,Health & Safety,2,60861,"Communication, Problem Solving, Culinary Arts, Woodworking, Beekeeping"
EMPWTG37Q,49,Female,Infographe senior,Research & Development,4,74868,"Leadership, Time Management, Piloting, Woodworking, Teamwork"
EMPKQBDEI,47,Male,Controleur de gestion,Business Intelligence,5,82003,"Leadership, Problem Solving, Piloting, Piloting"
EMPNTTCKG,54,Male,Technico-commercial,Corporate Affairs,0,64866,"Communication, Leadership, Time Management, Problem Solving"
EMPKYJ51Z,45,Female,Ouvrier Polyvalent,Quality Control,2,62295,"Teamwork, Leadership, Woodworking, Diving"
EMP1X18YV,37,Male,MAGASINIER,Health & Safety,3,71073,"Communication, Time Management, Woodworking, Leadership"
EMP46Z7OK,34,Female,Responsable QHSE,Public Relations,10,65437,"Communication, Leadership, Culinary Arts, Culinary Arts, Leadership"
EMPJMOVV1,24,Male,,Investor Relations,0,33259,"Problem Solving, Time Management, Beekeeping, Time Management"
EMP39JND5,41,Male,Technico-Commerciaux (HORECA),Investor Relations,2,50901,"Problem Solving, Communication, Piloting, Dentistry"
EMPG8H7AJ,40,Male,Directeur des Lignes,Data Protection,5,84816,"Time Management, Leadership, Dentistry, Diving, Beekeeping"
EMPHE5YB2,56,Male,Stock Keeper,Corporate Affairs,7,56021,"Teamwork, Time Management, Piloting"
EMPNWFUKT,24,Female,Responsable Contrôle de Gestion,Procurement,10,80028,"Problem Solving, Time Management, Communication, Diving"
EMPFASTEH,57,Male,Contrôleur de Gestion Industriel,Health & Safety,5,73462,"Teamwork, Time Management, Dentistry, Communication, Leadership"
EMP4UD6EZ,41,Female,Travel Coordinator,Investor Relations,3,69537,"Teamwork, Time Management, Photography, Diving"
EMPXS837A,41,Male,Assistante commerciale,Public Relations,2,32969,"Teamwork, Communication, Piloting"
EMPD6UMAJ,39,Male,Visiteur pharmaceutique Sétif,Investor Relations,1,61435,"Teamwork, Leadership, Photography, Diving, Dentistry"
EMPMQSSNS,56,Female,QC Analyste,Investor Relations,2,74236,"Time Management, Problem Solving, Dentistry"
EMPD30N73,37,Female,Technicien maintenance HVAC,Research & Development,9,73152,"Leadership, Time Management, Leadership"
EMPC5W294,55,Female,Responsable contrôle de gestion,Business Intelligence,7,72329,"Communication, Problem Solving, Diving"
EMP7M9V2E,34,Male,Opérateur de production,Quality Control,1,52962,"Teamwork, Time Management, Diving, Beekeeping, Teamwork"
EMPPZO1LE,35,Male,Administrateur Systèmes et Réseaux.,Investor Relations,4,68609,"Communication, Teamwork, Photography, Communication"
EMP7G8NS6,43,Female,Chauffeur,Business Intelligence,4,48722,"Problem Solving, Teamwork, Photography, Diving"
EMP6UD3AE,44,Female,Agent de conditionnement,Customer Experience,3,70425,"Communication, Teamwork, Woodworking, Culinary Arts"
EMPMTIFGP,42,Male,Chargé de production et moyens généraux,Data Protection,5,68564,"Teamwork, Time Management, Time Management"
EMPTGH4ZN,51,Male,Financial Crime Junior Officer,Customer Experience,2,52078,"Problem Solving, Leadership, Woodworking, Dentistry"
EMPYNRGZE,41,Female,Graphic Designer,Research & Development,7,67870,"Leadership, Time Management, Piloting, Dentistry, Communication"
EMPCBS0O3,39,Female,Ingénieur Asset Integrity -oil and gas.,Research & Development,4,59936,"Problem Solving, Teamwork, Dentistry, Piloting"
EMPWELKD6,25,Male,Technicien Supérieur en Maintenance,Public Relations,5,68353,"Time Management, Communication, Woodworking"
EMPPZL4VO,26,Male,Responsable Controle de Gestion - BONNE MAITRISE DE ERP - SAP,Customer Experience,13,70247,"Leadership, Time Management, Time Management, Diving"
EMPXS5D7D,59,Female,Acheteur Sénior (secteur FMCG),Corporate Affairs,7,60791,"Time Management, Communication, Teamwork"
EMPCMTIGX,60,Male,Réceptionniste chargé du Back Office,Public Relations,2,74284,"Teamwork, Leadership, Problem Solving, Leadership"
EMPF5ZMZ0,28,Female,Chef de Projet,Public Relations,3,47985,"Time Management, Leadership, Beekeeping, Woodworking"
EMPC4YOVL,50,Male,Développeur SI FULL STACK,Investor Relations,3,60902,"Problem Solving, Teamwork, Photography"
EMPX89GLR,31,Female,Responsable des Relations Étudiants / Recrutement,Public Relations,4,73075,"Problem Solving, Communication, Teamwork, Dentistry"
EMPMWT35J,58,Female,Commercial,Procurement,2,70937,"Problem Solving, Communication, Communication, Time Management"
EMP142UZG,58,Male,Chargée de la planification,Data Protection,2,52700,"Time Management, Communication, Woodworking, Diving"
EMPGYVOM9,26,Male,Marketing Manager,Sustainability,7,74755,"Leadership, Communication, Diving"
EMPAK9GE4,28,Male,RESPONSABLE FINANCE ET COMPTABILITÉ,Sustainability,11,83557,"Leadership, Teamwork, Piloting, Leadership, Beekeeping"
EMPQG864D,38,Male,Gestionnaires De Stocks,Investor Relations,1,63801,"Problem Solving, Time Management, Communication, Problem Solving"
EMP28MICB,50,Female,Téléconseillers(ères),Quality Control,5,58811,"Teamwork, Leadership, Diving, Beekeeping"
EMPJEML5L,24,Male,Infographe,Investor Relations,2,55452,"Problem Solving, Teamwork, Leadership"
EMPXCTEI0,58,Female,Medical Representative,Sustainability,4,68244,"Communication, Time Management, Dentistry, Problem Solving, Diving"
EMPNWID67,48,Female,Ingénieur Procurement,Innovation,7,63041,"Problem Solving, Time Management, Culinary Arts, Piloting"
EMP47QY0B,29,Male,Data Analyste  H/F,Investor Relations,1,65499,"Leadership, Problem Solving, Diving"
EMP4N8H61,52,Male,Enseignant-professeur,Investor Relations,6,38758,"Time Management, Problem Solving, Time Management, Dentistry"
EMP5P7Z6V,51,Male,Directeur Marketing Stratégique et Communication F/H,Sustainability,16,65226,"Teamwork, Communication, Diving"
EMP4JY0DV,40,Female,Ingénieur en Maintenance Industrielle ( injection plastique ),Investor Relations,6,74922,"Leadership, Time Management, Problem Solving"
