skills,experience,salary,location,job_interest,sector,education_level,job_id
"Anatomy, Phlebotomy, Patient Care, Medical Terminology, EMR",5,49033,Bejaia,Healthcare,Health,Master's,17612
"3D Modeling, Illustrator, Creativity, Photoshop, Graphic Design, UI/UX",1,92114,Batna,Art & Design,Creative,No Formal Education,17613
"Patient Care, Phlebotomy, Medical Terminology, CPR, Anatomy",3,168858,Tipaza,Healthcare,Health,High School,17614
"Inventory Management, Warehouse Ops, Fleet Management",14,49234,Skikda,Logistics,Supply Chain,Bachelor's,17615
"Warehouse Ops, Fleet Management, Supply Chain, Routing",5,49489,M'Sila,Logistics,Supply Chain,High School,17616
"Event Planning, Reservation Systems, Front Desk",3,109794,Tizi Ouzou,Hospitality,Tourism & Hospitality,High School,17617
"Negotiation, Case Management, Contracts, Regulatory Compliance, Litigation, Legal Research",9,161146,M'Sila,Legal,Legal,Doctorate,17618
"AutoCAD, Blueprint Reading, SolidWorks, Project Management, MATLAB",14,97472,Biskra,Engineering,Engineering,Technical Diploma,17619
"AutoCAD, Blueprint Reading, Design, MATLAB, SolidWorks, Project Management",7,95553,Tizi Ouzou,Engineering,Engineering,Master's,17620
"Python, Machine Learning, Data Visualization, TensorFlow, R",5,155770,Bejaia,Data Science,Information Technology,Doctorate,17621
"Content Creation, Branding, Analytics",7,71772,Oran,Marketing,Business,Doctorate,17622
"Responsive Design, HTML, WordPress, CSS, Node.js, JavaScript",1,108900,Biskra,Web Development,Information Technology,Technical Diploma,17623
"Illustrator, Graphic Design, Photoshop, 3D Modeling, UI/UX",12,115858,Skikda,Art & Design,Creative,Bachelor's,17624
"Agro-tech, Soil Testing, Irrigation, Tractor Operation, Pest Control, Crop Management",3,93803,Tipaza,Agriculture,Agriculture,Technical Diploma,17625
"Negotiation, Contracts, Legal Research, Litigation, Regulatory Compliance",4,140665,Constantine,Legal,Legal,Doctorate,17626
"Python, REST, Django, Java, C++, JavaScript",1,124689,Ghardaia,Software Engineering,Information Technology,Master's,17627
"Anatomy, Patient Care, Phlebotomy, EMR, CPR",14,80255,Setif,Healthcare,Health,No Formal Education,17628
"Creativity, Photoshop, UI/UX, Illustrator, Graphic Design, 3D Modeling",1,91054,Skikda,Art & Design,Creative,Technical Diploma,17629
"Copywriting, SEO, Branding, Social Media, Google Ads, Analytics",2,123825,Ghardaia,Marketing,Business,Ingénieur,17630
"React, WordPress, Responsive Design",2,75618,M'Sila,Web Development,Information Technology,High School,17631
"Plumbing, Blueprint Reading, Masonry, Site Management, Safety Procedures, Carpentry",1,62107,Tlemcen,Construction,Construction,Technical Diploma,17632
"Investment, Financial Analysis, Budgeting, Auditing, Accounting, Excel",1,92779,M'Sila,Finance,Business,Ingénieur,17633
"Excel, Financial Analysis, Investment, Risk Management, Auditing",10,62133,Chlef,Finance,Business,Master's,17634
"Windows Server, Security, Scripting, Virtualization",8,93241,Batna,System Administration,Information Technology,No Formal Education,17635
"Budgeting, Investment, Financial Analysis, Auditing",13,107192,Tipaza,Finance,Business,Ingénieur,17636
"Phlebotomy, Patient Care, Anatomy, CPR",1,112005,Tipaza,Healthcare,Health,Doctorate,17637
"Networking, Windows Server, Virtualization, Security, Linux, Scripting",1,77711,Blida,System Administration,Information Technology,Ingénieur,17638
"C++, SQL, Django, JavaScript",7,108472,Sidi Bel Abbès,Software Engineering,Information Technology,Bachelor's,17639
"Fleet Management, Routing, Warehouse Ops",8,96388,Biskra,Logistics,Supply Chain,Doctorate,17640
"Inventory Management, Fleet Management, Routing, Supply Chain",14,33902,Oran,Logistics,Supply Chain,Doctorate,17641
"Budgeting, Risk Management, Auditing, Accounting",2,91479,Tlemcen,Finance,Business,High School,17642
"Agro-tech, Soil Testing, Tractor Operation",2,39852,Annaba,Agriculture,Agriculture,High School,17643
"Soil Testing, Agro-tech, Tractor Operation",4,118393,Skikda,Agriculture,Agriculture,Bachelor's,17644
"Google Ads, Copywriting, Branding, Content Creation, Social Media",1,80804,Setif,Marketing,Business,Bachelor's,17645
"Event Planning, Food Safety, Customer Service, Reservation Systems",4,107200,Tipaza,Hospitality,Tourism & Hospitality,High School,17646
"Legal Research, Litigation, Contracts, Regulatory Compliance",1,126199,Bejaia,Legal,Legal,No Formal Education,17647
"CPR, Patient Care, Phlebotomy, EMR, Anatomy",1,65680,Annaba,Healthcare,Health,Doctorate,17648
"R, Machine Learning, SQL, Python",3,108193,Constantine,Data Science,Information Technology,Ingénieur,17649
"MATLAB, Design, Project Management, AutoCAD, Blueprint Reading, SolidWorks",3,115890,Annaba,Engineering,Engineering,No Formal Education,17650
"MATLAB, AutoCAD, Blueprint Reading, Project Management",2,111687,Chlef,Engineering,Engineering,Ingénieur,17651
"Analytics, Social Media, Content Creation, Google Ads, SEO, Copywriting",6,115449,Skikda,Marketing,Business,Ingénieur,17652
"MATLAB, Project Management, AutoCAD, Design",4,174122,Relizane,Engineering,Engineering,Doctorate,17653
"Negotiation, Regulatory Compliance, Legal Research, Litigation",2,93662,Batna,Legal,Legal,High School,17654
"Tractor Operation, Irrigation, Soil Testing",2,124298,Biskra,Agriculture,Agriculture,Master's,17655
"C++, REST, Python",1,149386,Annaba,Software Engineering,Information Technology,Doctorate,17656
"Python, Java, JavaScript, C++, Spring, Django",5,107214,Chlef,Software Engineering,Information Technology,High School,17657
"SolidWorks, AutoCAD, Design",5,83990,Skikda,Engineering,Engineering,Master's,17658
"Food Safety, Reservation Systems, Event Planning, Customer Service",11,106549,M'Sila,Hospitality,Tourism & Hospitality,High School,17659
"SEO, Content Creation, Google Ads",5,97933,Algiers,Marketing,Business,Technical Diploma,17660
"SQL, C++, Spring, Java, Django, Python",11,146967,Ouargla,Software Engineering,Information Technology,Bachelor's,17661
"Fleet Management, Inventory Management, Warehouse Ops, Supply Chain, Routing",4,92948,Tlemcen,Logistics,Supply Chain,Doctorate,17662
"Safety Procedures, Plumbing, Masonry, Site Management, Blueprint Reading",1,63410,Sidi Bel Abbès,Construction,Construction,Ingénieur,17663
"Content Creation, Branding, Copywriting, Google Ads, Social Media",8,189096,Ghardaia,Marketing,Business,Master's,17664
"Phlebotomy, Medical Terminology, Patient Care",2,65170,Chlef,Healthcare,Health,Master's,17665
"Anatomy, Medical Terminology, EMR, Phlebotomy, CPR",6,151353,Bordj Bou Arreridj,Healthcare,Health,Doctorate,17666
"Security, Linux, Virtualization, Windows Server",2,33175,Batna,System Administration,Information Technology,Technical Diploma,17667
"CSS, WordPress, HTML, Responsive Design, JavaScript, Node.js",4,80986,Sidi Bel Abbès,Web Development,Information Technology,No Formal Education,17668
"Python, C++, Git",15,135301,Setif,Software Engineering,Information Technology,Bachelor's,17669
"UI/UX, 3D Modeling, Illustrator, Graphic Design",5,119795,Tlemcen,Art & Design,Creative,Ingénieur,17670
"Analytics, Google Ads, Copywriting",2,134672,Bejaia,Marketing,Business,Master's,17671
"CPR, Patient Care, EMR, Medical Terminology, Anatomy",4,126520,Chlef,Healthcare,Health,No Formal Education,17672
"Virtualization, Security, Windows Server, Linux",12,64365,Oran,System Administration,Information Technology,High School,17673
"Site Management, Safety Procedures, Masonry, Blueprint Reading, Carpentry, Plumbing",12,90252,Skikda,Construction,Construction,Technical Diploma,17674
"Crop Management, Tractor Operation, Soil Testing, Pest Control",2,161309,Algiers,Agriculture,Agriculture,Technical Diploma,17675
"Patient Care, Medical Terminology, Anatomy, Phlebotomy, EMR, CPR",2,49597,Tlemcen,Healthcare,Health,Ingénieur,17676
"C++, REST, Django",2,76495,M'Sila,Software Engineering,Information Technology,No Formal Education,17677
"SolidWorks, Project Management, AutoCAD",8,66640,Setif,Engineering,Engineering,Technical Diploma,17678
"Pest Control, Agro-tech, Irrigation, Soil Testing",1,43477,Tlemcen,Agriculture,Agriculture,Technical Diploma,17679
"Assessment, Teaching, E-Learning, Classroom Management",8,69744,Relizane,Education,Education,Bachelor's,17680
"Risk Management, Auditing, Budgeting, Investment",6,56808,Tipaza,Finance,Business,Technical Diploma,17681
"Scripting, Virtualization, Security",1,100283,Biskra,System Administration,Information Technology,No Formal Education,17682
"Negotiation, Litigation, Contracts, Case Management, Legal Research",15,84383,Chlef,Legal,Legal,Master's,17683
"SEO, Copywriting, Analytics, Social Media, Branding, Content Creation",1,67872,Tizi Ouzou,Marketing,Business,Ingénieur,17684
"JavaScript, Python, SQL",7,88569,Relizane,Software Engineering,Information Technology,Technical Diploma,17685
"Negotiation, Customer Service, Lead Generation, Sales Forecasting, CRM",2,65669,Relizane,Sales,Business,Ingénieur,17686
"Cold Calling, Customer Service, Negotiation, CRM, Sales Forecasting, Lead Generation",1,101758,Chlef,Sales,Business,Master's,17687
"Analytics, Content Creation, Google Ads, Social Media, SEO",1,137807,Annaba,Marketing,Business,Bachelor's,17688
"Tractor Operation, Irrigation, Agro-tech, Crop Management",6,112798,Relizane,Agriculture,Agriculture,Ingénieur,17689
"Reservation Systems, Front Desk, Food Safety, Event Planning",10,127579,Bordj Bou Arreridj,Hospitality,Tourism & Hospitality,Master's,17690
"Agro-tech, Soil Testing, Pest Control, Crop Management",12,107330,Algiers,Agriculture,Agriculture,Bachelor's,17691
"Photoshop, Creativity, Graphic Design, UI/UX, 3D Modeling, Illustrator",6,75073,Blida,Art & Design,Creative,High School,17692
"Inventory Management, Routing, Warehouse Ops",2,142981,Tipaza,Logistics,Supply Chain,Ingénieur,17693
"Budgeting, Excel, Investment",3,121890,Ghardaia,Finance,Business,No Formal Education,17694
"Design, MATLAB, SolidWorks",6,57217,Tizi Ouzou,Engineering,Engineering,No Formal Education,17695
"Budgeting, Excel, Investment",4,87031,Setif,Finance,Business,Ingénieur,17696
"SolidWorks, Design, AutoCAD, MATLAB",2,127725,Tipaza,Engineering,Engineering,Doctorate,17697
"R, Python, TensorFlow, Machine Learning, SQL, Pandas",1,130599,Bejaia,Data Science,Information Technology,Technical Diploma,17698
"Blueprint Reading, AutoCAD, Project Management, MATLAB, SolidWorks",1,121011,Ghardaia,Engineering,Engineering,Doctorate,17699
"Carpentry, Blueprint Reading, Masonry",2,155338,Oran,Construction,Construction,Bachelor's,17700
"Routing, Warehouse Ops, Inventory Management",2,69689,M'Sila,Logistics,Supply Chain,Ingénieur,17701
"SQL, TensorFlow, Pandas, Python",5,126803,Constantine,Data Science,Information Technology,Ingénieur,17702
"E-Learning, Teaching, Classroom Management, Curriculum Design, Mentoring, Assessment",1,76806,Tizi Ouzou,Education,Education,Bachelor's,17703
"Branding, Google Ads, Copywriting",8,126033,Annaba,Marketing,Business,Ingénieur,17704
"SEO, Social Media, Branding, Content Creation, Analytics, Copywriting",1,170459,Oran,Marketing,Business,No Formal Education,17705
"Warehouse Ops, Fleet Management, Routing, Inventory Management, Supply Chain",1,68619,M'Sila,Logistics,Supply Chain,Ingénieur,17706
"Reservation Systems, Customer Service, Event Planning",1,83907,Bordj Bou Arreridj,Hospitality,Tourism & Hospitality,Doctorate,17707
"Analytics, Copywriting, Content Creation",3,182176,Chlef,Marketing,Business,Bachelor's,17708
"Linux, Security, Virtualization",2,124717,Setif,System Administration,Information Technology,Doctorate,17709
"Photoshop, 3D Modeling, Graphic Design, Creativity, Illustrator",1,94754,Annaba,Art & Design,Creative,No Formal Education,17710
"Tractor Operation, Crop Management, Pest Control",3,86107,Blida,Agriculture,Agriculture,Ingénieur,17711
"TensorFlow, Statistics, Machine Learning, Python",1,186304,Tipaza,Data Science,Information Technology,Doctorate,17712
"Inventory Management, Routing, Supply Chain, Warehouse Ops, Fleet Management",7,143682,Annaba,Logistics,Supply Chain,High School,17713
"Copywriting, Social Media, Analytics",15,76952,Tizi Ouzou,Marketing,Business,Doctorate,17714
"Blueprint Reading, AutoCAD, SolidWorks",11,91393,Skikda,Engineering,Engineering,High School,17715
"Copywriting, Social Media, Analytics, Branding",4,104624,Skikda,Marketing,Business,Technical Diploma,17716
"Irrigation, Agro-tech, Soil Testing",4,48884,Mostaganem,Agriculture,Agriculture,Master's,17717
"Inventory Management, Routing, Fleet Management",15,132085,Oran,Logistics,Supply Chain,Ingénieur,17718
"Carpentry, Site Management, Masonry, Safety Procedures, Blueprint Reading, Plumbing",8,74596,Oran,Construction,Construction,Master's,17719
"Auditing, Budgeting, Risk Management, Excel",2,88481,Oran,Finance,Business,Ingénieur,17720
"Security, Scripting, Virtualization",3,50538,Bejaia,System Administration,Information Technology,Bachelor's,17721
"Front Desk, Customer Service, Event Planning, Reservation Systems, Food Safety",2,98187,Chlef,Hospitality,Tourism & Hospitality,Technical Diploma,17722
"Event Planning, Reservation Systems, Food Safety, Front Desk, Customer Service",2,50576,Tlemcen,Hospitality,Tourism & Hospitality,Technical Diploma,17723
"Penetration Testing, Ethical Hacking, SIEM, Firewalls, Forensics, Network Security",2,83458,Sidi Bel Abbès,Cybersecurity,Information Technology,Ingénieur,17724
"Plumbing, Blueprint Reading, Site Management, Carpentry, Masonry",2,106602,Sidi Bel Abbès,Construction,Construction,No Formal Education,17725
"JavaScript, Node.js, React",1,59574,Ghardaia,Web Development,Information Technology,Doctorate,17726
"Firewalls, Ethical Hacking, Network Security, SIEM, Forensics",5,64751,Blida,Cybersecurity,Information Technology,No Formal Education,17727
"Scripting, Security, Networking, Linux",6,154210,Ouargla,System Administration,Information Technology,High School,17728
"Sales Forecasting, Negotiation, Customer Service, CRM, Cold Calling, Lead Generation",6,149206,Relizane,Sales,Business,No Formal Education,17729
"Creativity, UI/UX, Photoshop, 3D Modeling, Graphic Design",9,47111,Annaba,Art & Design,Creative,Ingénieur,17730
"Plumbing, Carpentry, Site Management, Blueprint Reading, Masonry, Safety Procedures",12,181776,Chlef,Construction,Construction,Ingénieur,17731
"MATLAB, Blueprint Reading, SolidWorks, AutoCAD",1,83259,Ouargla,Engineering,Engineering,Doctorate,17732
"Copywriting, Google Ads, Analytics, Branding, Content Creation",13,126269,Annaba,Marketing,Business,Master's,17733
"3D Modeling, Graphic Design, Photoshop",1,60733,Tlemcen,Art & Design,Creative,Bachelor's,17734
"Google Ads, Analytics, SEO",1,57339,Constantine,Marketing,Business,Ingénieur,17735
"Firewalls, Ethical Hacking, SIEM, Forensics, Penetration Testing, Network Security",1,88166,Setif,Cybersecurity,Information Technology,Technical Diploma,17736
"Python, SQL, Git, JavaScript, REST",3,140186,Tlemcen,Software Engineering,Information Technology,Master's,17737
"E-Learning, Assessment, Mentoring, Teaching, Classroom Management, Curriculum Design",4,82381,M'Sila,Education,Education,No Formal Education,17738
"Contracts, Legal Research, Regulatory Compliance, Case Management",6,156163,Relizane,Legal,Legal,Ingénieur,17739
"UI/UX, Graphic Design, Creativity",3,62953,Oran,Art & Design,Creative,Doctorate,17740
"Security, Networking, Linux",5,106898,Sidi Bel Abbès,System Administration,Information Technology,Technical Diploma,17741
"Blueprint Reading, Project Management, SolidWorks, AutoCAD, Design",7,128811,Setif,Engineering,Engineering,Master's,17742
"Regulatory Compliance, Legal Research, Negotiation, Contracts, Case Management, Litigation",7,106124,Tlemcen,Legal,Legal,High School,17743
