skills,experience,salary,location,job_interest,sector,education_level,job_id,Approximate Years of Education,education_years,job_type
"SQL, TensorFlow, R",2,182305,Setif,Data Science,Information Technology,No Formal Education,17327,0.0,0,Full-time
"Financial Analysis, Excel, Budgeting, Investment, Risk Management",1,72695,Oran,Finance,Business,Bachelor's,17328,12.0,15,Full-time
"Creativity, UI/UX, Photoshop",1,110543,Setif,Art & Design,Creative,No Formal Education,17329,0.0,0,Full-time
"Cold Calling, Negotiation, Sales Forecasting, CRM, Lead Generation",3,79857,Sidi Bel Abbès,Sales,Business,Master's,17330,17.0,17,Full-time
"Assessment, Teaching, Classroom Management",15,101424,Sidi Bel Abbès,Education,Education,No Formal Education,17331,0.0,0,Full-time
"Litigation, Legal Research, Regulatory Compliance, Negotiation, Contracts, Case Management",11,37709,Setif,Legal,Legal,Doctorate,17332,20.0,20,Full-time
"Google Ads, SEO, Analytics, Social Media, Branding",1,153401,Setif,Marketing,Business,Ingénieur,17333,17.0,17,Full-time
"Responsive Design, React, CSS, HTML, Node.js, JavaScript",9,90416,Sidi Bel Abbès,Web Development,Information Technology,No Formal Education,17334,0.0,0,Full-time
"REST, Java, Django",12,95906,Tizi Ouzou,Software Engineering,Information Technology,High School,17335,9.0,12,Full-time
"Sales Forecasting, Cold Calling, Customer Service, Lead Generation, CRM",3,36366,Bejaia,Sales,Business,Ingénieur,17336,17.0,17,Full-time
"SolidWorks, MATLAB, AutoCAD, Blueprint Reading",1,94811,Ghardaia,Engineering,Engineering,Technical Diploma,17337,,14,Full-time
"Branding, Analytics, Google Ads",1,87006,Relizane,Marketing,Business,Bachelor's,17338,12.0,15,Full-time
"Security, Virtualization, Networking, Windows Server",13,148832,Oran,System Administration,Information Technology,Bachelor's,17339,12.0,15,Full-time
"UI/UX, Graphic Design, Illustrator, 3D Modeling, Photoshop",2,175452,Annaba,Art & Design,Creative,No Formal Education,17340,0.0,0,Full-time
"Budgeting, Financial Analysis, Accounting",4,77306,Tizi Ouzou,Finance,Business,No Formal Education,17341,0.0,0,Full-time
"Network Security, Penetration Testing, Firewalls, SIEM, Forensics, Ethical Hacking",7,72840,Tlemcen,Cybersecurity,Information Technology,Master's,17342,17.0,17,Full-time
"Spring, REST, Git",1,113440,Oran,Software Engineering,Information Technology,Technical Diploma,17343,,14,Full-time
"Django, Git, Java",1,78928,Skikda,Software Engineering,Information Technology,Doctorate,17344,20.0,20,Full-time
"Curriculum Design, Teaching, E-Learning, Mentoring",12,42395,Tlemcen,Education,Education,Master's,17345,17.0,17,Full-time
"Graphic Design, 3D Modeling, Illustrator",3,50962,Tlemcen,Art & Design,Creative,No Formal Education,17346,0.0,0,Full-time
"Accounting, Investment, Budgeting, Financial Analysis, Auditing, Risk Management",6,74526,Sidi Bel Abbès,Finance,Business,Bachelor's,17347,12.0,15,Full-time
"Tractor Operation, Crop Management, Irrigation, Agro-tech",15,113326,Setif,Agriculture,Agriculture,No Formal Education,17348,0.0,0,Full-time
"Customer Service, Negotiation, Cold Calling, Sales Forecasting, CRM",1,154226,Chlef,Sales,Business,Master's,17349,17.0,17,Full-time
"AutoCAD, Design, SolidWorks, MATLAB",13,77679,Ghardaia,Engineering,Engineering,Technical Diploma,17350,,14,Full-time
"Litigation, Legal Research, Regulatory Compliance",11,66177,Skikda,Legal,Legal,Doctorate,17351,20.0,20,Full-time
"3D Modeling, Photoshop, Illustrator, UI/UX, Creativity, Graphic Design",1,136165,Tlemcen,Art & Design,Creative,Bachelor's,17352,12.0,15,Full-time
"Excel, Risk Management, Financial Analysis, Auditing",11,91682,Oran,Finance,Business,Technical Diploma,17353,,14,Full-time
"Auditing, Excel, Financial Analysis",1,79003,Skikda,Finance,Business,High School,17354,9.0,12,Full-time
"Branding, Analytics, Social Media, SEO, Content Creation, Google Ads",3,91457,Sidi Bel Abbès,Marketing,Business,High School,17355,9.0,12,Full-time
"Creativity, UI/UX, Illustrator, 3D Modeling, Photoshop, Graphic Design",2,134758,Chlef,Art & Design,Creative,High School,17356,9.0,12,Full-time
"Forensics, Firewalls, Ethical Hacking, Penetration Testing, SIEM",4,108660,Ghardaia,Cybersecurity,Information Technology,No Formal Education,17357,0.0,0,Full-time
"Excel, Auditing, Financial Analysis",2,116179,Skikda,Finance,Business,Doctorate,17358,20.0,20,Full-time
"Firewalls, SIEM, Network Security, Ethical Hacking, Forensics",3,137273,Algiers,Cybersecurity,Information Technology,Master's,17359,17.0,17,Full-time
"SQL, Python, Machine Learning, Data Visualization, Statistics, Pandas",4,35946,Ouargla,Data Science,Information Technology,Master's,17360,17.0,17,Full-time
"Java, Spring, REST, Django, SQL",2,88833,Skikda,Software Engineering,Information Technology,Technical Diploma,17361,,14,Full-time
"Agro-tech, Irrigation, Soil Testing, Crop Management, Pest Control, Tractor Operation",15,81952,Sidi Bel Abbès,Agriculture,Agriculture,Technical Diploma,17362,,14,Full-time
"Crop Management, Agro-tech, Soil Testing, Tractor Operation, Pest Control",10,132133,Constantine,Agriculture,Agriculture,High School,17363,9.0,12,Full-time
"Google Ads, Social Media, Content Creation, Branding",6,110581,Oran,Marketing,Business,Technical Diploma,17364,,14,Full-time
"Java, Python, Django, Git, JavaScript, Spring",2,94295,Ouargla,Software Engineering,Information Technology,Master's,17365,17.0,17,Full-time
"Supply Chain, Warehouse Ops, Inventory Management, Routing, Fleet Management",1,104786,Bejaia,Logistics,Supply Chain,Master's,17366,17.0,17,Full-time
"Anatomy, Patient Care, Medical Terminology",6,42472,Chlef,Healthcare,Health,Ingénieur,17367,17.0,17,Full-time
"CRM, Sales Forecasting, Negotiation, Cold Calling, Customer Service",5,90487,Ghardaia,Sales,Business,High School,17368,9.0,12,Full-time
"CRM, Sales Forecasting, Cold Calling",1,107579,Bejaia,Sales,Business,Master's,17369,17.0,17,Full-time
"Excel, Investment, Budgeting, Financial Analysis, Risk Management",12,133524,Skikda,Finance,Business,Master's,17370,17.0,17,Full-time
"Warehouse Ops, Supply Chain, Inventory Management, Routing",2,57080,Annaba,Logistics,Supply Chain,Technical Diploma,17371,,14,Full-time
"Negotiation, Sales Forecasting, CRM",1,181284,Batna,Sales,Business,High School,17372,9.0,12,Full-time
"CPR, Phlebotomy, EMR, Anatomy, Patient Care, Medical Terminology",1,107600,Setif,Healthcare,Health,No Formal Education,17373,0.0,0,Full-time
"TensorFlow, SQL, R",2,167310,Tizi Ouzou,Data Science,Information Technology,Bachelor's,17374,12.0,15,Full-time
"Warehouse Ops, Inventory Management, Routing",12,61003,Constantine,Logistics,Supply Chain,No Formal Education,17375,0.0,0,Full-time
"Plumbing, Masonry, Carpentry, Safety Procedures, Blueprint Reading, Site Management",4,84301,M'Sila,Construction,Construction,Ingénieur,17376,17.0,17,Full-time
"Warehouse Ops, Supply Chain, Routing, Inventory Management",1,103780,Tlemcen,Logistics,Supply Chain,Ingénieur,17377,17.0,17,Full-time
"Assessment, Teaching, E-Learning",1,66759,Tipaza,Education,Education,No Formal Education,17378,0.0,0,Full-time
"Copywriting, Google Ads, Social Media",4,73377,Ouargla,Marketing,Business,Doctorate,17379,20.0,20,Full-time
"Reservation Systems, Front Desk, Customer Service, Event Planning, Food Safety",7,71457,Batna,Hospitality,Tourism & Hospitality,Bachelor's,17380,12.0,15,Full-time
"Virtualization, Scripting, Windows Server, Linux, Networking",11,144731,Mostaganem,System Administration,Information Technology,Technical Diploma,17381,,14,Full-time
"Inventory Management, Fleet Management, Warehouse Ops, Supply Chain",1,63885,Setif,Logistics,Supply Chain,Doctorate,17382,20.0,20,Full-time
"Graphic Design, 3D Modeling, Creativity, Illustrator",1,65212,Constantine,Art & Design,Creative,Technical Diploma,17383,,14,Full-time
"Classroom Management, Curriculum Design, E-Learning, Mentoring",6,103554,Chlef,Education,Education,Bachelor's,17384,12.0,15,Full-time
"Irrigation, Tractor Operation, Soil Testing, Pest Control, Crop Management",3,130757,Sidi Bel Abbès,Agriculture,Agriculture,Bachelor's,17385,12.0,15,Full-time
"Contracts, Regulatory Compliance, Case Management, Legal Research",1,40773,Annaba,Legal,Legal,Master's,17386,17.0,17,Full-time
"3D Modeling, UI/UX, Photoshop, Creativity",9,88157,Biskra,Art & Design,Creative,Bachelor's,17387,12.0,15,Full-time
"Food Safety, Event Planning, Front Desk, Reservation Systems",1,157425,Batna,Hospitality,Tourism & Hospitality,Master's,17388,17.0,17,Full-time
"SolidWorks, AutoCAD, Project Management, MATLAB",7,105478,M'Sila,Engineering,Engineering,Bachelor's,17389,12.0,15,Full-time
"Customer Service, Sales Forecasting, Lead Generation, CRM",7,103798,Tizi Ouzou,Sales,Business,High School,17390,9.0,12,Full-time
"MATLAB, Project Management, Design, AutoCAD",3,77472,Skikda,Engineering,Engineering,Technical Diploma,17391,,14,Full-time
"Responsive Design, JavaScript, CSS, Node.js",6,82196,Ghardaia,Web Development,Information Technology,Doctorate,17392,20.0,20,Full-time
"Networking, Linux, Security, Scripting, Virtualization, Windows Server",4,89419,Sidi Bel Abbès,System Administration,Information Technology,Master's,17393,17.0,17,Full-time
"Reservation Systems, Customer Service, Food Safety, Front Desk",1,68600,Ghardaia,Hospitality,Tourism & Hospitality,Technical Diploma,17394,,14,Full-time
"Warehouse Ops, Supply Chain, Fleet Management",8,79481,Blida,Logistics,Supply Chain,Master's,17395,17.0,17,Full-time
"Budgeting, Excel, Financial Analysis, Accounting",2,170978,Batna,Finance,Business,High School,17396,9.0,12,Full-time
"Firewalls, Network Security, Ethical Hacking, Forensics, SIEM, Penetration Testing",5,115750,Biskra,Cybersecurity,Information Technology,Bachelor's,17397,12.0,15,Full-time
"SIEM, Firewalls, Ethical Hacking, Forensics",8,106844,Setif,Cybersecurity,Information Technology,Ingénieur,17398,17.0,17,Full-time
"Auditing, Investment, Financial Analysis, Risk Management",9,175434,Algiers,Finance,Business,Bachelor's,17399,12.0,15,Full-time
"Networking, Linux, Scripting",1,73226,Sidi Bel Abbès,System Administration,Information Technology,Master's,17400,17.0,17,Full-time
"3D Modeling, Illustrator, UI/UX",2,106013,Tipaza,Art & Design,Creative,High School,17401,9.0,12,Full-time
"Warehouse Ops, Inventory Management, Fleet Management, Supply Chain",1,143664,Sidi Bel Abbès,Logistics,Supply Chain,Master's,17402,17.0,17,Full-time
"Pandas, SQL, TensorFlow, Python, Statistics",10,102856,Chlef,Data Science,Information Technology,Doctorate,17403,20.0,20,Full-time
"Fleet Management, Routing, Inventory Management, Warehouse Ops, Supply Chain",1,104864,Chlef,Logistics,Supply Chain,Ingénieur,17404,17.0,17,Full-time
"Site Management, Masonry, Blueprint Reading, Safety Procedures, Plumbing",6,134427,Biskra,Construction,Construction,Ingénieur,17405,17.0,17,Full-time
"Routing, Warehouse Ops, Supply Chain, Inventory Management",1,90906,Batna,Logistics,Supply Chain,Technical Diploma,17406,,14,Full-time
"Node.js, HTML, Responsive Design, CSS",2,47299,M'Sila,Web Development,Information Technology,High School,17407,9.0,12,Full-time
"Security, Linux, Windows Server, Networking, Virtualization",2,126930,Batna,System Administration,Information Technology,High School,17408,9.0,12,Full-time
"Auditing, Financial Analysis, Excel, Risk Management, Budgeting, Investment",4,34728,Ghardaia,Finance,Business,Doctorate,17409,20.0,20,Full-time
"Machine Learning, SQL, R, Pandas, TensorFlow",2,86344,Constantine,Data Science,Information Technology,No Formal Education,17410,0.0,0,Full-time
"Anatomy, EMR, Patient Care, Phlebotomy, Medical Terminology, CPR",11,70514,Ghardaia,Healthcare,Health,No Formal Education,17411,0.0,0,Full-time
"Project Management, Design, SolidWorks, AutoCAD, Blueprint Reading",6,176604,Biskra,Engineering,Engineering,Technical Diploma,17412,,14,Full-time
"HTML, Responsive Design, React, CSS, JavaScript, Node.js",9,65713,Annaba,Web Development,Information Technology,No Formal Education,17413,0.0,0,Full-time
"Curriculum Design, Assessment, Teaching, Mentoring, Classroom Management, E-Learning",8,172167,Setif,Education,Education,High School,17414,9.0,12,Full-time
"Negotiation, Contracts, Case Management, Litigation, Regulatory Compliance, Legal Research",1,70032,Oran,Legal,Legal,Bachelor's,17415,12.0,15,Full-time
"Reservation Systems, Customer Service, Food Safety",9,67421,M'Sila,Hospitality,Tourism & Hospitality,Master's,17416,17.0,17,Full-time
"Customer Service, Event Planning, Reservation Systems",1,62297,Tizi Ouzou,Hospitality,Tourism & Hospitality,Ingénieur,17417,17.0,17,Full-time
"Machine Learning, TensorFlow, R, Data Visualization, Pandas",1,102093,Tipaza,Data Science,Information Technology,Bachelor's,17418,12.0,15,Full-time
"TensorFlow, Data Visualization, R",1,76360,Relizane,Data Science,Information Technology,Doctorate,17419,20.0,20,Full-time
"SEO, Branding, Google Ads, Copywriting, Analytics, Social Media",5,136271,Batna,Marketing,Business,High School,17420,9.0,12,Full-time
"Python, Pandas, TensorFlow",3,101112,Relizane,Data Science,Information Technology,Master's,17421,17.0,17,Full-time
"Scripting, Networking, Windows Server, Security, Virtualization, Linux",5,100377,Tlemcen,System Administration,Information Technology,Technical Diploma,17422,,14,Full-time
"Virtualization, Scripting, Security, Windows Server, Linux",2,69336,M'Sila,System Administration,Information Technology,Doctorate,17423,20.0,20,Full-time
"Forensics, SIEM, Firewalls, Network Security, Ethical Hacking, Penetration Testing",4,96375,Tizi Ouzou,Cybersecurity,Information Technology,Bachelor's,17424,12.0,15,Full-time
"Project Management, Design, AutoCAD, MATLAB, Blueprint Reading, SolidWorks",9,139962,Tlemcen,Engineering,Engineering,Master's,17425,17.0,17,Full-time
"Creativity, 3D Modeling, Illustrator, Photoshop, UI/UX, Graphic Design",1,61385,Algiers,Art & Design,Creative,No Formal Education,17426,0.0,0,Full-time
"Blueprint Reading, Site Management, Plumbing, Safety Procedures, Masonry",6,116612,Batna,Construction,Construction,High School,17427,9.0,12,Full-time
"SolidWorks, Project Management, MATLAB, AutoCAD, Design",10,81497,Oran,Engineering,Engineering,Master's,17428,17.0,17,Full-time
"Teaching, Mentoring, Curriculum Design, Classroom Management, Assessment, E-Learning",5,164704,Tizi Ouzou,Education,Education,Bachelor's,17429,12.0,15,Full-time
"Crop Management, Pest Control, Irrigation, Agro-tech, Soil Testing, Tractor Operation",9,90397,Setif,Agriculture,Agriculture,Bachelor's,17430,12.0,15,Full-time
"CSS, Responsive Design, WordPress",10,82646,Biskra,Web Development,Information Technology,No Formal Education,17431,0.0,0,Full-time
"Responsive Design, HTML, WordPress",1,81363,Bordj Bou Arreridj,Web Development,Information Technology,Master's,17432,17.0,17,Full-time
"WordPress, Responsive Design, HTML, Node.js, JavaScript",12,103836,Oran,Web Development,Information Technology,Technical Diploma,17433,,14,Full-time
"Network Security, Firewalls, Forensics, Penetration Testing, Ethical Hacking, SIEM",7,80179,Relizane,Cybersecurity,Information Technology,Doctorate,17434,20.0,20,Full-time
"Security, Virtualization, Windows Server",14,118038,Annaba,System Administration,Information Technology,High School,17435,9.0,12,Full-time
"Pest Control, Crop Management, Soil Testing",1,64258,Batna,Agriculture,Agriculture,Ingénieur,17436,17.0,17,Full-time
"Copywriting, Analytics, Branding, Social Media",4,130976,Tlemcen,Marketing,Business,No Formal Education,17437,0.0,0,Full-time
"Cold Calling, Lead Generation, CRM, Negotiation",1,68982,Tlemcen,Sales,Business,Ingénieur,17438,17.0,17,Full-time
"3D Modeling, Graphic Design, Photoshop",2,98873,Blida,Art & Design,Creative,Ingénieur,17439,17.0,17,Full-time
"Front Desk, Reservation Systems, Food Safety",3,136548,M'Sila,Hospitality,Tourism & Hospitality,No Formal Education,17440,0.0,0,Full-time
"Customer Service, Event Planning, Food Safety",2,152510,Blida,Hospitality,Tourism & Hospitality,No Formal Education,17441,0.0,0,Full-time
"AutoCAD, Blueprint Reading, SolidWorks, Design, Project Management, MATLAB",1,109831,Relizane,Engineering,Engineering,Technical Diploma,17442,,14,Full-time
"Medical Terminology, CPR, Phlebotomy, Patient Care",1,93386,M'Sila,Healthcare,Health,Ingénieur,17443,17.0,17,Full-time
"Risk Management, Accounting, Budgeting, Financial Analysis",13,84921,Bordj Bou Arreridj,Finance,Business,Master's,17444,17.0,17,Full-time
"Safety Procedures, Site Management, Masonry, Plumbing, Carpentry",4,90421,Tlemcen,Construction,Construction,Technical Diploma,17445,,14,Full-time
"Front Desk, Reservation Systems, Event Planning",6,60507,Setif,Hospitality,Tourism & Hospitality,Doctorate,17446,20.0,20,Full-time
"Data Visualization, Statistics, R, SQL, Pandas, TensorFlow",12,190044,Ouargla,Data Science,Information Technology,High School,17447,9.0,12,Full-time
"UI/UX, Photoshop, Graphic Design, Illustrator, 3D Modeling",4,127621,Bejaia,Art & Design,Creative,Master's,17448,17.0,17,Full-time
